State,County,Year,Days with AQI,Good Days,Moderate Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,Unhealthy day total
Alabama,Baldwin,2020,269,0.929368029739777,0.07063197026022305,74,49,36,0,0,198,0,71,0,0.0
Alabama,Clay,2020,108,0.9166666666666666,0.08333333333333333,86,49,26,0,0,0,0,108,0,0.0
Alabama,DeKalb,2020,364,0.9615384615384616,0.038461538461538464,90,45,36,0,0,331,0,33,0,0.0
Alabama,Elmore,2020,197,1.0,0.0,47,41,31,0,0,197,0,0,0,0.0
Alabama,Etowah,2020,278,0.935251798561151,0.06474820143884892,92,46,34,0,0,204,0,74,0,0.0
Alabama,Jefferson,2020,366,0.5792349726775956,0.412568306010929,129,67,48,0,2,123,0,241,0,0.00819672131147541
Alabama,Lawrence,2020,35,1.0,0.0,40,26,14,0,0,0,0,35,0,0.0
Alabama,Madison,2020,364,0.8434065934065934,0.1565934065934066,88,54,40,0,0,132,0,227,5,0.0
Alabama,Mobile,2020,351,0.7378917378917379,0.2621082621082621,75,58,42,0,0,114,3,234,0,0.0
Alabama,Montgomery,2020,361,0.4487534626038781,0.5457063711911357,116,66,52,0,0,36,0,325,0,0.00554016620498615
Alabama,Morgan,2020,355,0.8676056338028169,0.1323943661971831,71,52,35,0,0,140,0,215,0,0.0
Alabama,Russell,2020,365,0.8191780821917808,0.18082191780821918,99,56,36,0,0,111,0,254,0,0.0
Alabama,Shelby,2020,364,0.9560439560439561,0.04395604395604396,71,46,28,0,0,233,131,0,0,0.0
Alabama,Sumter,2020,362,0.9668508287292817,0.03314917127071823,70,43,29,0,0,178,8,176,0,0.0
Alabama,Tuscaloosa,2020,278,0.960431654676259,0.039568345323741004,97,45,31,0,0,205,0,73,0,0.0
Alaska,Aleutians East ,2020,50,1.0,0.0,31,26,9,0,0,0,0,50,0,0.0
Alaska,Anchorage ,2020,366,0.912568306010929,0.08743169398907104,91,48,22,7,0,0,0,232,127,0.0
Alaska,Bethel ,2020,167,0.9940119760479041,0.005988023952095809,56,21,6,0,0,0,0,24,143,0.0
Alaska,Denali ,2020,354,0.9971751412429378,0.002824858757062147,54,42,33,0,0,354,0,0,0,0.0
Alaska,Fairbanks North Star ,2020,366,0.6994535519125683,0.1994535519125683,170,106,33,0,0,90,5,261,10,0.10109289617486339
Alaska,Juneau ,2020,361,0.9501385041551247,0.04709141274238227,101,40,14,0,0,0,0,331,30,0.002770083102493075
Alaska,Kenai Peninsula ,2020,51,1.0,0.0,40,13,8,0,0,0,0,51,0,0.0
Alaska,Matanuska-Susitna ,2020,357,0.927170868347339,0.0700280112044818,103,45,14,0,0,0,0,278,79,0.0028011204481792717
Alaska,North Slope ,2020,45,1.0,0.0,36,13,6,0,0,0,0,45,0,0.0
Arizona,Apache,2020,362,0.9917127071823204,0.008287292817679558,57,28,14,0,0,0,0,15,347,0.0
Arizona,Cochise,2020,366,0.7486338797814208,0.2459016393442623,108,61,45,0,0,303,0,0,63,0.00546448087431694
Arizona,Coconino,2020,366,0.8661202185792349,0.13387978142076504,93,54,44,0,0,366,0,0,0,0.0
Arizona,Gila,2020,366,0.6366120218579235,0.3251366120218579,174,77,47,0,0,301,44,0,21,0.03825136612021858
Arizona,La Paz,2020,366,0.8032786885245902,0.1912568306010929,125,58,44,0,0,358,0,0,8,0.00546448087431694
Arizona,Maricopa,2020,366,0.03825136612021858,0.412568306010929,282,215,112,0,0,273,0,55,38,0.5491803278688525
Arizona,Mohave,2020,355,0.9774647887323944,0.01971830985915493,116,34,18,0,0,0,0,13,342,0.0028169014084507044
Arizona,Navajo,2020,366,0.8661202185792349,0.13114754098360656,136,54,43,0,0,363,0,0,3,0.00273224043715847
Arizona,Pima,2020,366,0.4207650273224044,0.5437158469945356,277,77,53,0,0,202,0,45,119,0.03551912568306011
Arizona,Pinal,2020,366,0.2650273224043716,0.5081967213114754,1124,119,72,0,0,143,0,36,187,0.22131147540983606
Arizona,Santa Cruz,2020,360,0.6472222222222223,0.3388888888888889,165,69,34,0,0,0,0,190,170,0.013888888888888888
Arizona,Yavapai,2020,331,0.8006042296072508,0.19637462235649547,119,61,45,0,0,331,0,0,0,0.0030211480362537764
Arizona,Yuma,2020,366,0.7021857923497268,0.2896174863387978,321,69,44,0,0,235,0,70,61,0.00546448087431694
Arkansas,Arkansas,2020,119,0.907563025210084,0.09243697478991597,82,50,27,0,0,0,0,119,0,0.0
Arkansas,Ashley,2020,122,0.9098360655737705,0.09016393442622951,89,49,28,0,0,0,0,122,0,0.0
Arkansas,Clark,2020,342,0.9970760233918129,0.0029239766081871343,67,40,29,0,0,342,0,0,0,0.0
Arkansas,Crittenden,2020,366,0.8442622950819673,0.14754098360655737,115,54,38,0,5,205,0,156,0,0.00819672131147541
Arkansas,Garland,2020,121,0.8677685950413223,0.1322314049586777,83,53,29,0,0,0,0,121,0,0.0
Arkansas,Jackson,2020,122,0.8934426229508197,0.10655737704918032,77,51,26,0,0,0,0,122,0,0.0
Arkansas,Newton,2020,363,0.9834710743801653,0.01652892561983471,84,44,35,0,0,363,0,0,0,0.0
Arkansas,Polk,2020,359,0.9387186629526463,0.06128133704735376,84,47,36,0,0,326,0,33,0,0.0
Arkansas,Pulaski,2020,366,0.7513661202185792,0.24316939890710382,132,59,42,0,6,155,0,205,0,0.00546448087431694
Arkansas,Union,2020,121,0.8760330578512396,0.12396694214876033,89,52,34,0,0,0,0,121,0,0.0
Arkansas,Washington,2020,366,0.8770491803278688,0.12021857923497267,150,52,39,0,0,244,0,122,0,0.00273224043715847
California,Alameda,2020,366,0.644808743169399,0.3005464480874317,218,79,43,0,13,155,0,198,0,0.0546448087431694
California,Amador,2020,359,0.9108635097493036,0.0807799442896936,156,50,37,0,0,359,0,0,0,0.008356545961002786
California,Butte,2020,366,0.5,0.39344262295081966,379,110,51,0,0,195,0,164,7,0.10382513661202186
California,Calaveras,2020,364,0.7142857142857143,0.22252747252747251,192,77,44,0,0,237,0,122,5,0.06318681318681318
California,Colusa,2020,366,0.674863387978142,0.23770491803278687,198,86,38,0,0,190,0,144,32,0.08743169398907104
California,Contra Costa,2020,366,0.7049180327868853,0.24316939890710382,197,74,41,0,5,188,1,172,0,0.05191256830601093
California,Del Norte,2020,274,0.8467153284671532,0.12043795620437957,220,55,32,0,0,0,0,274,0,0.032846715328467155
California,El Dorado,2020,366,0.7049180327868853,0.23497267759562843,190,87,43,0,0,357,0,2,7,0.060109289617486336
California,Fresno,2020,366,0.2568306010928962,0.47540983606557374,298,153,74,0,3,168,0,180,15,0.2677595628415301
California,Glenn,2020,364,0.6895604395604396,0.23076923076923078,197,82,43,0,0,203,0,143,18,0.07967032967032966
California,Humboldt,2020,366,0.9098360655737705,0.08196721311475409,109,44,29,0,0,236,0,68,62,0.00819672131147541
California,Imperial,2020,366,0.3251366120218579,0.5983606557377049,166,97,58,0,2,181,0,73,110,0.07650273224043716
California,Inyo,2020,366,0.46994535519125685,0.3797814207650273,684,130,52,0,0,228,0,116,22,0.1284153005464481
California,Kern,2020,366,0.21311475409836064,0.4344262295081967,267,140,81,0,0,206,0,143,17,0.3524590163934426
California,Kings,2020,366,0.2677595628415301,0.5409836065573771,543,124,67,0,0,148,0,164,54,0.1885245901639344
California,Lake,2020,351,0.9715099715099715,0.017094017094017096,180,43,32,0,0,336,0,13,2,0.011396011396011397
California,Los Angeles,2020,366,0.16393442622950818,0.4644808743169399,235,164,83,0,23,209,0,129,5,0.37158469945355194
California,Madera,2020,366,0.3743169398907104,0.4808743169398907,250,113,61,0,0,192,0,149,25,0.1448087431693989
California,Marin,2020,366,0.860655737704918,0.11475409836065574,206,56,32,0,18,212,0,136,0,0.02459016393442623
California,Mariposa,2020,366,0.5765027322404371,0.2978142076502732,618,105,47,0,0,301,0,54,11,0.11202185792349727
California,Mendocino,2020,366,0.7650273224043715,0.1721311475409836,456,76,34,0,0,179,0,182,5,0.05737704918032787
California,Merced,2020,366,0.4672131147540984,0.4453551912568306,183,95,53,0,0,192,0,173,1,0.08743169398907104
California,Mono,2020,366,0.5765027322404371,0.2459016393442623,1928,199,40,0,0,0,0,304,62,0.10655737704918032
California,Monterey,2020,366,0.8169398907103825,0.14207650273224043,250,63,36,0,0,223,0,106,37,0.040983606557377046
California,Napa,2020,365,0.8164383561643835,0.14246575342465753,199,62,36,3,0,227,0,135,0,0.0410958904109589
California,Nevada,2020,366,0.73224043715847,0.18032786885245902,252,90,41,0,0,237,0,129,0,0.08743169398907104
California,Orange,2020,366,0.4918032786885246,0.39617486338797814,218,108,51,0,11,223,0,129,3,0.11202185792349727
California,Placer,2020,366,0.4562841530054645,0.43169398907103823,222,108,54,0,0,229,0,129,8,0.11202185792349727
California,Plumas,2020,360,0.5083333333333333,0.3527777777777778,469,146,49,0,0,0,0,360,0,0.12777777777777777
California,Riverside,2020,366,0.1448087431693989,0.45901639344262296,576,159,87,0,0,224,0,103,39,0.3907103825136612
California,Sacramento,2020,366,0.4808743169398907,0.4207650273224044,200,100,52,0,2,193,0,162,9,0.09836065573770492
California,San Benito,2020,366,0.8224043715846995,0.13114754098360656,168,65,39,0,0,303,0,53,10,0.04644808743169399
California,San Bernardino,2020,366,0.1366120218579235,0.4180327868852459,236,185,93,0,17,228,0,106,15,0.4453551912568306
California,San Diego,2020,366,0.16393442622950818,0.7021857923497268,192,108,71,0,2,118,0,243,3,0.13387978142076504
California,San Francisco,2020,366,0.7568306010928961,0.22131147540983606,198,62,36,0,15,159,0,192,0,0.02185792349726776
California,San Joaquin,2020,366,0.5245901639344263,0.3825136612021858,195,97,49,0,0,175,0,171,20,0.09289617486338798
California,San Luis Obispo,2020,366,0.5765027322404371,0.33879781420765026,292,90,48,0,0,250,0,96,20,0.08469945355191257
California,San Mateo,2020,366,0.8387978142076503,0.13387978142076504,186,60,35,0,21,196,0,149,0,0.0273224043715847
California,Santa Barbara,2020,366,0.7513661202185792,0.21584699453551912,168,64,42,0,0,248,0,111,7,0.03278688524590164
California,Santa Clara,2020,366,0.6475409836065574,0.2978142076502732,186,79,44,0,8,171,0,187,0,0.0546448087431694
California,Santa Cruz,2020,366,0.8306010928961749,0.11475409836065574,426,64,34,0,0,207,0,159,0,0.04918032786885246
California,Shasta,2020,366,0.8087431693989071,0.17486338797814208,158,64,41,0,0,340,0,26,0,0.01639344262295082
California,Siskiyou,2020,366,0.8333333333333334,0.10382513661202186,359,61,36,0,0,247,0,119,0,0.060109289617486336
California,Solano,2020,366,0.7021857923497268,0.2540983606557377,204,76,41,0,0,191,0,174,1,0.04371584699453552
California,Sonoma,2020,366,0.8715846994535519,0.1092896174863388,187,53,33,0,1,215,0,139,11,0.01912568306010929
California,Stanislaus,2020,366,0.4262295081967213,0.4726775956284153,189,102,55,0,1,195,0,150,20,0.10109289617486339
California,Sutter,2020,366,0.5683060109289617,0.3469945355191257,303,89,48,0,0,183,0,179,4,0.08196721311475409
California,Tehama,2020,366,0.680327868852459,0.22950819672131148,196,93,43,0,0,244,0,122,0,0.09016393442622951
California,Trinity,2020,331,0.7401812688821753,0.17522658610271905,193,80,28,0,0,0,0,331,0,0.08459214501510574
California,Tulare,2020,366,0.21584699453551912,0.4262295081967213,209,143,78,0,0,188,0,162,16,0.35792349726775957
California,Tuolumne,2020,353,0.7847025495750708,0.20113314447592068,143,64,41,0,0,353,0,0,0,0.014164305949008499
California,Ventura,2020,366,0.6147540983606558,0.31420765027322406,174,90,47,0,0,299,0,58,9,0.07103825136612021
California,Yolo,2020,366,0.6967213114754098,0.226775956284153,192,84,42,0,1,208,0,157,0,0.07650273224043716
Colorado,Adams,2020,366,0.6065573770491803,0.36065573770491804,151,72,47,0,68,179,0,59,60,0.03278688524590164
Colorado,Alamosa,2020,50,1.0,0.0,33,15,7,0,0,0,0,50,0,0.0
Colorado,Arapahoe,2020,366,0.6775956284153005,0.2923497267759563,159,76,45,0,0,356,0,10,0,0.030054644808743168
Colorado,Archuleta,2020,365,0.8273972602739726,0.1726027397260274,93,58,43,0,0,319,0,0,46,0.0
Colorado,Boulder,2020,366,0.592896174863388,0.34972677595628415,173,84,47,0,0,249,0,116,1,0.05737704918032787
Colorado,Clear Creek,2020,190,0.7052631578947368,0.2631578947368421,143,71,47,0,0,190,0,0,0,0.031578947368421054
Colorado,Delta,2020,274,0.8759124087591241,0.12408759124087591,97,54,43,0,0,245,0,29,0,0.0
Colorado,Denver,2020,366,0.505464480874317,0.44808743169398907,150,80,50,0,108,142,0,113,3,0.04644808743169399
Colorado,Douglas,2020,361,0.6565096952908587,0.296398891966759,159,80,46,0,0,308,0,53,0,0.04709141274238227
Colorado,El Paso,2020,366,0.6967213114754098,0.28415300546448086,151,74,45,0,0,340,0,26,0,0.01912568306010929
Colorado,Fremont,2020,17,1.0,0.0,27,20,11,0,0,0,0,0,17,0.0
Colorado,Garfield,2020,366,0.6967213114754098,0.2896174863387978,122,74,46,0,0,349,0,17,0,0.01366120218579235
Colorado,Gilpin,2020,357,0.7787114845938375,0.19607843137254902,136,67,45,0,0,357,0,0,0,0.025210084033613446
Colorado,Gunnison,2020,333,0.8348348348348348,0.15915915915915915,108,54,44,0,0,333,0,0,0,0.006006006006006006
Colorado,Jackson,2020,24,1.0,0.0,7,5,2,0,0,0,0,24,0,0.0
Colorado,Jefferson,2020,366,0.6311475409836066,0.29508196721311475,161,90,46,0,0,366,0,0,0,0.07377049180327869
Colorado,La Plata,2020,366,0.7841530054644809,0.21311475409836064,101,61,44,0,0,366,0,0,0,0.00273224043715847
Colorado,Larimer,2020,366,0.6092896174863388,0.34153005464480873,154,87,48,0,0,320,0,46,0,0.04918032786885246
Colorado,Mesa,2020,366,0.825136612021858,0.16666666666666666,108,58,44,0,0,299,0,66,1,0.00819672131147541
Colorado,Montezuma,2020,366,0.8224043715846995,0.1721311475409836,126,58,44,0,0,366,0,0,0,0.00546448087431694
Colorado,Pitkin,2020,111,1.0,0.0,48,28,11,0,0,0,0,12,99,0.0
Colorado,Prowers,2020,350,0.9342857142857143,0.054285714285714284,238,42,17,0,0,0,0,0,350,0.011428571428571429
Colorado,Pueblo,2020,96,0.9479166666666666,0.052083333333333336,63,45,19,0,0,0,0,49,47,0.0
Colorado,Rio Blanco,2020,365,0.8575342465753425,0.13424657534246576,115,54,42,0,1,324,0,40,0,0.00821917808219178
Colorado,Routt,2020,358,0.9860335195530726,0.013966480446927373,68,29,14,0,0,0,0,0,358,0.0
Colorado,San Juan,2020,49,1.0,0.0,13,9,5,0,0,0,0,49,0,0.0
Colorado,San Miguel,2020,117,0.9743589743589743,0.02564102564102564,54,26,12,0,0,0,0,0,117,0.0
Colorado,Weld,2020,366,0.5983606557377049,0.366120218579235,140,82,48,0,7,234,0,125,0,0.03551912568306011
Connecticut,Fairfield,2020,366,0.6994535519125683,0.2650273224043716,161,80,44,0,14,191,0,161,0,0.03551912568306011
Connecticut,Hartford,2020,366,0.8469945355191257,0.15300546448087432,98,55,39,1,22,219,0,124,0,0.0
Connecticut,Litchfield,2020,362,0.9033149171270718,0.09668508287292818,84,50,38,2,0,301,0,59,0,0.0
Connecticut,Middlesex,2020,208,0.875,0.11538461538461539,129,54,39,0,0,208,0,0,0,0.009615384615384616
Connecticut,New Haven,2020,366,0.726775956284153,0.23770491803278687,174,77,42,1,15,211,0,135,4,0.03551912568306011
Connecticut,New London,2020,365,0.8493150684931506,0.13972602739726028,172,58,37,0,0,186,0,178,1,0.010958904109589041
Connecticut,Tolland,2020,206,0.9320388349514563,0.06796116504854369,93,48,39,0,0,206,0,0,0,0.0
Connecticut,Windham,2020,356,0.9691011235955056,0.03089887640449438,87,44,35,0,0,356,0,0,0,0.0
Country Of Mexico,BAJA CALIFORNIA NORTE,2020,92,0.010869565217391304,0.391304347826087,176,156,115,0,0,0,0,92,0,0.5978260869565217
Country Of Mexico,SONORA,2020,146,0.8561643835616438,0.136986301369863,101,64,41,0,0,146,0,0,0,0.00684931506849315
Delaware,Kent,2020,362,0.9171270718232044,0.08287292817679558,80,48,36,0,0,290,0,72,0,0.0
Delaware,New Castle,2020,366,0.819672131147541,0.17486338797814208,105,58,40,0,9,218,0,139,0,0.00546448087431694
Delaware,Sussex,2020,366,0.8989071038251366,0.10109289617486339,87,51,38,0,0,276,0,90,0,0.0
District Of Columbia,District of Columbia,2020,366,0.8579234972677595,0.13934426229508196,166,53,40,0,45,216,0,105,0,0.00273224043715847
Florida,Alachua,2020,366,0.8879781420765027,0.1092896174863388,105,52,36,0,0,200,0,166,0,0.00273224043715847
Florida,Baker,2020,363,0.9118457300275482,0.08264462809917356,140,49,35,0,0,208,0,155,0,0.005509641873278237
Florida,Bay,2020,363,0.7741046831955923,0.22038567493112948,146,58,40,0,0,162,0,201,0,0.005509641873278237
Florida,Brevard,2020,366,0.8852459016393442,0.11475409836065574,84,52,39,0,0,245,0,121,0,0.0
Florida,Broward,2020,366,0.7923497267759563,0.20218579234972678,142,57,40,0,4,145,0,217,0,0.00546448087431694
Florida,Citrus,2020,360,0.8527777777777777,0.14444444444444443,125,54,32,0,0,0,5,355,0,0.002777777777777778
Florida,Collier,2020,364,0.8681318681318682,0.13186813186813187,85,54,36,0,0,178,0,186,0,0.0
Florida,Columbia,2020,311,0.819935691318328,0.17041800643086816,158,56,36,0,0,94,0,217,0,0.00964630225080386
Florida,Duval,2020,366,0.7486338797814208,0.24316939890710382,125,59,42,0,0,125,1,239,1,0.00819672131147541
Florida,Escambia,2020,360,0.7472222222222222,0.25277777777777777,80,58,42,0,0,165,0,195,0,0.0
Florida,Flagler,2020,366,0.9918032786885246,0.00819672131147541,64,43,31,0,0,366,0,0,0,0.0
Florida,Hamilton,2020,322,0.8913043478260869,0.10248447204968944,154,52,33,0,0,0,24,298,0,0.006211180124223602
Florida,Highlands,2020,358,0.9636871508379888,0.036312849162011177,74,44,31,0,0,358,0,0,0,0.0
Florida,Hillsborough,2020,366,0.7486338797814208,0.24316939890710382,112,61,43,0,0,157,10,194,5,0.00819672131147541
Florida,Holmes,2020,363,0.8484848484848485,0.14325068870523416,138,54,38,0,0,150,0,213,0,0.008264462809917356
Florida,Indian River,2020,338,0.9556213017751479,0.04437869822485207,87,47,37,0,0,338,0,0,0,0.0
Florida,Lake,2020,366,0.9672131147540983,0.03278688524590164,87,45,32,0,0,366,0,0,0,0.0
Florida,Lee,2020,366,0.9016393442622951,0.09836065573770492,100,50,36,0,0,258,0,108,0,0.0
Florida,Leon,2020,366,0.7896174863387978,0.20218579234972678,160,58,40,0,0,106,0,260,0,0.00819672131147541
Florida,Liberty,2020,358,0.994413407821229,0.00558659217877095,51,44,31,0,0,358,0,0,0,0.0
Florida,Manatee,2020,366,0.9699453551912568,0.030054644808743168,97,44,33,0,0,366,0,0,0,0.0
Florida,Marion,2020,366,0.819672131147541,0.18032786885245902,100,55,39,0,0,169,0,197,0,0.0
Florida,Martin,2020,365,0.8767123287671232,0.1232876712328767,95,52,36,0,0,200,0,165,0,0.0
Florida,Miami-Dade,2020,366,0.8114754098360656,0.1885245901639344,90,58,39,0,4,156,0,206,0,0.0
Florida,Nassau,2020,360,0.9666666666666667,0.025,157,34,4,0,0,0,322,38,0,0.008333333333333333
Florida,Okaloosa,2020,364,0.9752747252747253,0.024725274725274724,74,46,34,0,0,334,0,0,30,0.0
Florida,Orange,2020,366,0.8907103825136612,0.1092896174863388,93,51,36,0,0,265,0,100,1,0.0
Florida,Osceola,2020,366,0.9672131147540983,0.03278688524590164,90,44,32,0,0,366,0,0,0,0.0
Florida,Palm Beach,2020,361,0.8559556786703602,0.1440443213296399,92,54,38,0,0,210,0,120,31,0.0
Florida,Pasco,2020,366,0.9699453551912568,0.030054644808743168,77,46,35,0,0,366,0,0,0,0.0
Florida,Pinellas,2020,366,0.8224043715846995,0.17759562841530055,100,56,40,0,0,195,0,171,0,0.0
Florida,Polk,2020,366,0.8524590163934426,0.14754098360655737,87,54,37,0,0,197,2,165,2,0.0
Florida,Putnam,2020,366,0.9972677595628415,0.00273224043715847,67,27,14,0,0,0,9,0,357,0.0
Florida,Santa Rosa,2020,365,0.8082191780821918,0.1917808219178082,84,57,40,0,0,206,0,159,0,0.0
Florida,Sarasota,2020,366,0.8415300546448088,0.15846994535519127,90,55,38,0,0,211,0,155,0,0.0
Florida,Seminole,2020,365,0.9095890410958904,0.09041095890410959,84,49,36,0,0,242,0,120,3,0.0
Florida,St. Lucie,2020,360,0.975,0.025,74,44,33,0,0,360,0,0,0,0.0
Florida,Volusia,2020,362,0.9033149171270718,0.09668508287292818,77,50,38,0,0,209,0,153,0,0.0
Florida,Wakulla,2020,362,0.8674033149171271,0.1270718232044199,161,54,35,4,0,195,0,163,0,0.0055248618784530384
Georgia,Bibb,2020,366,0.8825136612021858,0.11748633879781421,97,52,35,0,0,128,0,238,0,0.0
Georgia,Charlton,2020,50,1.0,0.0,48,33,19,0,0,0,0,50,0,0.0
Georgia,Chatham,2020,366,0.8087431693989071,0.18579234972677597,131,58,39,0,0,102,46,218,0,0.00546448087431694
Georgia,Chattooga,2020,245,0.9959183673469387,0.004081632653061225,58,43,32,0,0,245,0,0,0,0.0
Georgia,Clarke,2020,366,0.8524590163934426,0.14754098360655737,99,54,36,0,0,131,0,235,0,0.0
Georgia,Clayton,2020,121,0.8512396694214877,0.1487603305785124,90,54,28,0,0,0,0,121,0,0.0
Georgia,Cobb,2020,285,0.9228070175438596,0.07719298245614035,90,49,35,0,0,214,0,71,0,0.0
Georgia,Coffee,2020,120,0.9583333333333334,0.03333333333333333,108,42,25,0,0,0,0,120,0,0.008333333333333333
Georgia,Columbia,2020,241,0.991701244813278,0.008298755186721992,51,44,31,0,0,241,0,0,0,0.0
Georgia,Dawson,2020,245,0.9755102040816327,0.024489795918367346,74,43,31,0,0,245,0,0,0,0.0
Georgia,DeKalb,2020,366,0.819672131147541,0.17759562841530055,106,57,38,0,32,127,0,207,0,0.00273224043715847
Georgia,Dougherty,2020,365,0.7561643835616438,0.23835616438356164,114,61,37,0,0,0,0,365,0,0.005479452054794521
Georgia,Douglas,2020,245,0.9714285714285714,0.02857142857142857,77,44,32,0,0,245,0,0,0,0.0
Georgia,Floyd,2020,365,0.8821917808219178,0.1178082191780822,80,52,30,0,0,0,43,322,0,0.0
Georgia,Fulton,2020,366,0.7021857923497268,0.2923497267759563,125,62,43,0,24,82,0,260,0,0.00546448087431694
Georgia,Glynn,2020,285,0.9578947368421052,0.042105263157894736,96,44,31,0,0,218,0,67,0,0.0
Georgia,Gwinnett,2020,364,0.8269230769230769,0.17032967032967034,101,55,37,0,0,145,0,219,0,0.0027472527472527475
Georgia,Hall,2020,359,0.8467966573816156,0.1532033426183844,98,55,33,0,0,0,0,359,0,0.0
Georgia,Henry,2020,366,0.907103825136612,0.09289617486338798,95,50,32,0,0,166,0,200,0,0.0
Georgia,Houston,2020,362,0.7928176795580111,0.20441988950276244,114,57,35,0,0,0,0,362,0,0.0027624309392265192
Georgia,Lowndes,2020,202,0.8762376237623762,0.1188118811881188,141,54,30,0,0,0,0,202,0,0.0049504950495049506
Georgia,Murray,2020,256,0.953125,0.046875,61,46,35,0,0,238,0,18,0,0.0
Georgia,Muscogee,2020,366,0.8661202185792349,0.13114754098360656,101,53,35,0,0,146,0,220,0,0.00273224043715847
Georgia,Pike,2020,354,0.9915254237288136,0.00847457627118644,64,44,33,0,0,354,0,0,0,0.0
Georgia,Richmond,2020,366,0.7240437158469946,0.2650273224043716,114,60,42,0,0,79,15,257,15,0.01092896174863388
Georgia,Rockdale,2020,244,0.9508196721311475,0.04918032786885246,77,46,34,0,0,244,0,0,0,0.0
Georgia,Sumter,2020,240,0.9875,0.0125,64,44,32,0,0,240,0,0,0,0.0
Georgia,Walker,2020,177,0.8531073446327684,0.14689265536723164,84,53,30,0,0,0,0,177,0,0.0
Georgia,Washington,2020,353,0.8413597733711048,0.1529745042492918,112,54,32,0,0,0,0,353,0,0.0056657223796034
Hawaii,Hawaii,2020,366,0.9617486338797814,0.00819672131147541,231,30,18,0,0,0,22,344,0,0.030054644808743168
Hawaii,Honolulu,2020,366,0.9699453551912568,0.030054644808743168,92,40,26,0,1,278,35,49,3,0.0
Hawaii,Kauai,2020,365,1.0,0.0,41,25,11,0,83,0,2,280,0,0.0
Hawaii,Maui,2020,346,0.9942196531791907,0.005780346820809248,56,23,15,0,0,0,0,346,0,0.0
Idaho,Ada,2020,366,0.7459016393442623,0.20491803278688525,185,72,40,0,22,214,0,124,6,0.04918032786885246
Idaho,Bannock,2020,366,0.76775956284153,0.21311475409836064,161,61,41,0,0,112,134,90,30,0.01912568306010929
Idaho,Benewah,2020,366,0.7431693989071039,0.23224043715846995,371,65,32,0,0,0,0,366,0,0.02185792349726776
Idaho,Blaine,2020,365,0.9178082191780822,0.06027397260273973,167,43,15,0,0,0,0,365,0,0.021917808219178082
Idaho,Boise,2020,366,0.7295081967213115,0.23770491803278687,198,68,35,0,0,0,0,366,0,0.03278688524590164
Idaho,Bonner,2020,365,0.8904109589041096,0.0821917808219178,190,52,25,0,0,0,0,308,57,0.0273972602739726
Idaho,Bonneville,2020,362,0.9005524861878453,0.0856353591160221,154,49,21,0,0,0,0,362,0,0.013812154696132596
Idaho,Butte,2020,364,0.9368131868131868,0.06043956043956044,126,48,40,0,0,363,0,1,0,0.0027472527472527475
Idaho,Canyon,2020,366,0.7021857923497268,0.2540983606557377,156,73,33,0,0,0,0,327,39,0.04371584699453552
Idaho,Caribou,2020,347,0.9827089337175793,0.01440922190201729,109,24,6,0,0,0,347,0,0,0.002881844380403458
Idaho,Custer,2020,49,1.0,0.0,10,8,3,0,0,0,0,49,0,0.0
Idaho,Franklin,2020,365,0.8849315068493151,0.10684931506849316,159,53,20,0,0,0,0,365,0,0.00821917808219178
Idaho,Idaho,2020,366,0.8005464480874317,0.17486338797814208,191,60,36,0,0,184,0,182,0,0.02459016393442623
Idaho,Jerome,2020,213,1.0,0.0,37,19,10,0,0,0,0,213,0,0.0
Idaho,Kootenai,2020,354,0.9124293785310734,0.06497175141242938,384,48,19,0,0,0,0,354,0,0.01977401129943503
Idaho,Latah,2020,361,0.9279778393351801,0.05263157894736842,333,41,16,0,0,0,0,361,0,0.01662049861495845
Idaho,Lemhi,2020,365,0.6191780821917808,0.3506849315068493,163,77,35,0,0,0,0,365,0,0.030136986301369864
Idaho,Nez Perce,2020,366,0.8442622950819673,0.12568306010928962,363,59,21,0,0,0,0,366,0,0.0273224043715847
Idaho,Shoshone,2020,366,0.7513661202185792,0.22950819672131148,346,64,30,0,0,0,0,356,10,0.01639344262295082
Idaho,Twin Falls,2020,364,0.9065934065934066,0.07417582417582418,160,48,18,0,0,0,0,364,0,0.019230769230769232
Idaho,Valley,2020,329,0.7537993920972644,0.22492401215805471,192,63,30,0,0,0,0,329,0,0.02127659574468085
Illinois,Adams,2020,244,0.9016393442622951,0.09836065573770492,84,50,38,0,0,244,0,0,0,0.0
Illinois,Champaign,2020,366,0.825136612021858,0.16939890710382513,126,56,39,0,0,218,0,148,0,0.00546448087431694
Illinois,Clark,2020,363,0.9559228650137741,0.0440771349862259,97,45,31,0,0,363,0,0,0,0.0
Illinois,Cook,2020,366,0.4262295081967213,0.5191256830601093,164,84,53,0,19,116,0,194,37,0.0546448087431694
Illinois,DuPage,2020,366,0.7622950819672131,0.226775956284153,154,59,41,0,0,164,0,202,0,0.01092896174863388
Illinois,Effingham,2020,166,0.9397590361445783,0.060240963855421686,84,48,37,0,0,166,0,0,0,0.0
Illinois,Hamilton,2020,353,0.7790368271954674,0.21813031161473087,118,56,40,0,0,154,0,199,0,0.0028328611898017
Illinois,Jersey,2020,358,0.8575418994413407,0.13966480446927373,112,55,39,0,0,192,0,166,0,0.002793296089385475
